0, 0, 364.98959399981595
0, 1, 644.124175918415
0, 2, 207.4221685527786
0, 3, 66.62786980497755
0, 4, 21.96333605796192
0, 5, 13.150441563455894
0, 6, 10.249495040676315
0, 7, 8.36660593301947
0, 8, 6.705026400898163
0, 9, 5.6249481324486785
0, 10, 4.710630057079178
0, 11, 4.109645282921556
0, 12, 3.6125180720492582
0, 13, 3.2790759599385937
0, 14, 2.9970991355124195
0, 15, 2.8068371112124426
0, 16, 2.637369679429399
0, 17, 2.5259060663364
0, 18, 2.418332646568616
0, 19, 2.3546208695154847
0, 20, 2.284303892717942
0, 21, 2.254591866845085
0, 22, 2.209186947327902
0, 23, 2.2079215891489334
0, 24, 2.179669635932307
0, 25, 2.2036385262394216
0, 26, 2.1846552085694078
0, 27, 2.2283312534965454
0, 28, 2.2083628554489123
0, 29, 2.2608171069455527
0, 30, 2.2288012730397533
0, 31, 2.2750614122654356
0, 32, 2.2244173095664355
0, 33, 2.25210330976887
0, 34, 2.1848286468445237
0, 35, 2.1903019510260435
0, 36, 2.1149825618007507
0, 37, 2.102888993778436
0, 38, 2.0289467918492194
0, 39, 2.007049037491243
1, 0, 364.83722909316714
1, 1, 605.8062119997169
1, 2, 691.34140075164
1, 3, 693.2423744058839
1, 4, 228.99950288225696
1, 5, 64.65280126024356
1, 6, 29.68752950055439
1, 7, 16.75154218654119
1, 8, 11.729390698141863
1, 9, 9.120289665328967
1, 10, 7.504305715108134
1, 11, 6.344132632541164
1, 12, 5.4437164074594655
1, 13, 4.724082168544865
1, 14, 4.148989482432412
1, 15, 3.6962604441666715
1, 16, 3.3430433528355525
1, 17, 3.0684111572178465
1, 18, 2.854812438660281
1, 19, 2.688306795902676
1, 20, 2.5580420806656594
1, 21, 2.4550318721529476
1, 22, 2.372248019677164
1, 23, 2.304189158171736
1, 24, 2.2468787720594587
1, 25, 2.1974508753315174
1, 26, 2.15394109601535
1, 27, 2.1149642049203212
1, 28, 2.0795772905063594
1, 29, 2.0470932336630714
1, 30, 2.0170355962856856
1, 31, 1.9890329845396173
1, 32, 1.962820854801962
1, 33, 1.9381751051191485
1, 34, 1.9149319167042769
1, 35, 1.892940929045499
1, 36, 1.8720901472077605
1, 37, 1.8522701174696563
1, 38, 1.8333987410580281
1, 39, 1.8153923978470996
2, 0, 343.51429340895737
2, 1, 848.4982065431246
2, 2, 486.6404639341115
2, 3, 150.80186734406777
2, 4, 73.20369667368209
2, 5, 38.34297140641406
2, 6, 21.29767498323496
2, 7, 14.536262385463685
2, 8, 10.903507901640262
2, 9, 8.760518239054733
2, 10, 7.286873533477174
2, 11, 6.203679711052064
2, 12, 5.3722178905274705
2, 13, 4.7233089555859555
2, 14, 4.213668694249733
2, 15, 3.8124271379371812
2, 16, 3.4953635875024314
2, 17, 3.2437181943997486
2, 18, 3.041750477074769
2, 19, 2.8774890203110783
2, 20, 2.741536587916299
2, 21, 2.627293515649459
2, 22, 2.5297797846325016
2, 23, 2.445530675704101
2, 24, 2.3718549967964013
2, 25, 2.3068575854643787
2, 26, 2.2489980513979555
2, 27, 2.1971826054540267
2, 28, 2.150468813381687
2, 29, 2.108186075859551
2, 30, 2.069713325840557
2, 31, 2.0346135687061047
2, 32, 2.002447064064183
2, 33, 1.9729147533069193
2, 34, 1.945686062340221
2, 35, 1.920550424872045
2, 36, 1.897247562865862
2, 37, 1.8756284979523845
2, 38, 1.855480739735307
2, 39, 1.8367011436176122
3, 0, 269.41350323774356
3, 1, 343.4149855251064
3, 2, 198.8031780061971
3, 3, 135.197249844714
3, 4, 68.13076662985534
3, 5, 35.01411460186649
3, 6, 17.751855952228173
3, 7, 10.884167493688288
3, 8, 7.681386909742849
3, 9, 6.129137007822528
3, 10, 5.226240899195513
3, 11, 4.623806118507675
3, 12, 4.17261787292647
3, 13, 3.8193031374272803
3, 14, 3.540957639529875
3, 15, 3.3140740825903423
3, 16, 3.1208412375727774
3, 17, 2.9485667277188425
3, 18, 2.791414151870938
3, 19, 2.650183654981416
3, 20, 2.528118637437667
3, 21, 2.4257070748566294
3, 22, 2.3398512129588735
3, 23, 2.2673843507326263
3, 24, 2.2050697457062216
3, 25, 2.151274836259604
3, 26, 2.104090913025979
3, 27, 2.0628478993938146
3, 28, 2.026212362489117
3, 29, 1.993956190318363
3, 30, 1.964977543742508
3, 31, 1.9393341474987214
3, 32, 1.916022031823955
3, 33, 1.8953545268871634
3, 34, 1.8763451433597276
3, 35, 1.8595747676928194
3, 36, 1.8440013311579804
3, 37, 1.8305161007079775
3, 38, 1.8179446902842542
3, 39, 1.807576240534301
4, 0, 268.2521535703942
4, 1, 307.33720496934785
4, 2, 82.36366320774809
4, 3, 29.395148077660618
4, 4, 13.29819718232329
4, 5, 8.975282798301048
4, 6, 6.746393090792513
4, 7, 5.230792846970404
4, 8, 4.200359721809746
4, 9, 3.5202331176312947
4, 10, 3.1113669759266918
4, 11, 2.8626939492820056
